"","tree","plot","site","species","week","year","week_rwc_link","time","date_wp","mpa_mean","lwc_mean","mean_swc_per_dry_g","mean_swc_g","date_rwc","type","branch","date","lwm_g","ldm_g","l_cm","d_cm","area_cm2","lma_g_cm2","alas_cm2_per_mm2","sla_cm_g","leaf_count","lwa_g_cm2","ldmc"
"107",2004,"High","Cucu Mesa","blue oak",29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-07-19,0.492,0.299,1.94,0.1365,17.625,0.0169645390070922,3.01102214922476,58.9464882943144,8,NA,NA
"108",2004,"High","Cucu Mesa","blue oak",29,NA,30,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",2004,"High","Cucu Mesa","blue oak",NA,NA,NA,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",2004,"High","Cucu Mesa","blue oak",10,0,11,"pd",2022-03-08,0.3335,2.02494061085973,1.85855728429986,1.314,"2022-03-15","leaf",1,2022-03-08,0.205,0.065,1.47,NA,4.197,0.0154872527996188,NA,64.5692307692308,9,0.0313607671445991,0.033791559279535
"111",2004,"High","Cucu Mesa","blue oak",15,1,15,"pd",NA,NA,NA,1.13802730330705,0.1233,"2022-04-14","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",2004,"High","Cucu Mesa","blue oak",11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2022-03-15,0.507,0.193,1.67,0.105,12.916,0.0149427067203469,3.72906166888874,66.9222797927461,11,NA,NA
"113",2004,"High","Cucu Mesa","blue oak",15,1,15,"md",2022-04-13,2.2,0.822410202966214,1.13802730330705,0.1233,"2022-04-14","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2004,"High","Cucu Mesa","blue oak",37,0,37,"md",2022-09-15,3.59033333333333,0.575609756097561,0.748602341189759,0.5262,"2022-09-15","leaf",2,2022-09-12,0.6183,0.4173,34.52,0.14975,23.251,0.0179476151563374,3.30033557929184,55.7177090821951,9,0.0103308223826723,0.357920200738392
"115",2004,"High","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,1.6205,0.708538614313438,0.748602341189759,0.5262,"2022-09-15","leaf",1,2022-09-12,0.3782,0.2387,30.39,0.14125,NA,NA,NA,NA,6,NA,0.24176991185127
"116",2004,"High","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,1.6205,0.708538614313438,0.748602341189759,0.5262,"2022-09-15","leaf",3,2022-09-12,0.6527,0.3996,32.69,0.14675,23.236,0.0171974522292994,3.43443479378194,58.1481481481481,7,0.0121850589722693,0.348022282889562
"117",2004,"High","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,1.6205,0.708538614313438,0.748602341189759,0.5262,"2022-09-15","leaf",2,2022-09-12,0.6183,0.4173,34.52,0.14975,23.251,0.0179476151563374,3.30033557929184,55.7177090821951,9,0.0127165783731022,0.357920200738392
"118",2004,"High","Cucu Mesa","blue oak",14,0,15,"pd",2022-04-04,0.38925,1.01301729162619,1.36174686954962,0.1394,"2022-04-14","stem",1,2022-04-04,1.157,0.585,5.25,0.15575,36.481,0.0160357446341931,4.78697050016705,62.3606837606838,16,0.0162444865985395,0.30050131794245
"119",2004,"High","Cucu Mesa","blue oak",37,0,37,"md",2022-09-15,3.59033333333333,0.575609756097561,0.748602341189759,0.5262,"2022-09-15","leaf",3,2022-09-12,0.6527,0.3996,32.69,0.14675,23.236,0.0171974522292994,3.43443479378194,58.1481481481481,7,0.00989902128320649,0.348022282889562
"120",2005,"High","Cucu Mesa","blue oak",29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2022-07-19,1.079,0.631,2.5,0.1525,37.19,0.0169669265931702,5.09022076524598,58.9381933438986,4,NA,NA
"121",2005,"High","Cucu Mesa","blue oak",10,0,11,"pd",2022-03-08,1.045,2.06130156027669,1.71111111111111,1.694,"2022-03-15","leaf",1,2022-03-08,0.69,0.21,2.51,NA,12.12,0.0173267326732673,NA,57.7142857142857,8,0.035715621093903,0.109311740890688
"122",2005,"High","Cucu Mesa","blue oak",37,1,37,"pd",2022-09-15,1.687,0.823221892345424,1.02800930621053,0.1072,"2022-09-15","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",2005,"High","Cucu Mesa","blue oak",10,0,11,"pd",2022-03-08,1.045,2.06130156027669,1.71111111111111,1.694,"2022-03-15","leaf",2,2022-03-08,1.385,0.435,2.85,NA,32.131,0.0135383274719119,NA,73.864367816092,7,0.0279065755413887,0.202692208128398
"124",2005,"High","Cucu Mesa","blue oak",10,0,11,"pd",2022-03-08,1.045,2.06130156027669,1.71111111111111,1.694,"2022-03-15","leaf",3,2022-03-08,2.067,0.689,3.47,NA,53.212,0.0129482071713147,NA,77.2307692307692,10,0.0266901596450168,0.287070043053562
"125",2005,"High","Cucu Mesa","blue oak",37,1,37,"md",2022-09-15,3.5775,0.639264203158066,1.02800930621053,0.1072,"2022-09-15","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",2005,"High","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,1.687,0.823221892345424,0.905244952088904,0.0860666666666667,"2022-09-15","stem",1,2022-09-12,0.6499,0.3974,19.41,0.09875,25.994,0.0152881434177118,8.48494503466645,65.4101660795169,5,0.0125855343547769,0.305071615533254
"127",2005,"High","Cucu Mesa","blue oak",10,0,11,"md",2022-03-08,1.46666666666667,1.62323826973427,1.71111111111111,1.694,"2022-03-15","leaf",4,2022-03-08,0.828,0.251,2.26,NA,17.816,0.0140884598114055,NA,70.9800796812749,7,0.0228689271274866,0.1279234384733
"128",2005,"High","Cucu Mesa","blue oak",17,NA,18,"pd",2022-04-27,0.917666666666667,1.00491883915396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",2005,"High","Cucu Mesa","blue oak",14,0,15,"pd",2022-04-04,0.4295,1.03670053795577,1.10154433742943,1.3267,"2022-04-14","leaf",1,2022-04-04,0.971,0.463,2.29,0.10275,32.996,0.0140320038792581,9.94827452313956,71.2656587473002,7,0.0145469859702243,0.295932808628943
"130",2005,"High","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,1.687,0.823221892345424,0.800741345576119,0.456533333333333,"2022-09-15","leaf",1,2022-09-12,0.6499,0.3974,19.41,0.09875,25.994,0.0152881434177118,8.48494503466645,65.4101660795169,5,0.0125855343547769,0.331680399368
"131",2005,"High","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,1.687,0.823221892345424,0.800741345576119,0.456533333333333,"2022-09-15","leaf",3,2022-09-12,1.558,0.9256,66.81,0.14925,52.334,0.0176863988993771,7.47834295252589,56.5406222990493,9,0.0145598307707212,0.536162794439188
"132",2005,"High","Cucu Mesa","blue oak",37,0,37,"md",2022-09-15,3.5775,0.639264203158066,0.905244952088904,0.0860666666666667,"2022-09-15","stem",3,2022-09-12,1.558,0.9256,66.81,0.14925,52.334,0.0176863988993771,7.47834295252589,56.5406222990493,9,0.011306281699146,0.50555892182128
"133",2005,"High","Cucu Mesa","blue oak",37,0,37,"md",2022-09-15,3.5775,0.639264203158066,0.905244952088904,0.0860666666666667,"2022-09-15","stem",1,2022-09-12,0.6499,0.3974,19.41,0.09875,25.994,0.0152881434177118,8.48494503466645,65.4101660795169,5,0.00977316281968977,0.305071615533254
"134",2005,"High","Cucu Mesa","blue oak",14,0,15,"pd",2022-04-04,0.4295,1.03670053795577,1.2848948374761,0.2016,"2022-04-14","stem",3,2022-04-04,1.046,0.515,2.44,0.09325,35.35,0.0145685997171146,12.9402260941681,68.6407766990291,7,0.015103275163995,0.286127827735846
"135",2005,"High","Cucu Mesa","blue oak",19,0,19,"md",2022-05-09,2.49,0.819557254339863,0.852600160170121,0.4218,"2022-05-09","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",2005,"High","Cucu Mesa","blue oak",29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2022-07-19,1.653,0.95,2.45,0.14,59.853,0.0158722202730022,9.72030694783593,63.0031578947368,7,NA,NA
"137",2005,"High","Cucu Mesa","blue oak",17,NA,18,"md",2022-04-27,2.733,0.915650406504065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",2005,"High","Cucu Mesa","blue oak",NA,0,22,NA,NA,NA,NA,0.940339179149921,0.0503333333333333,"2022-05-27","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",2005,"High","Cucu Mesa","blue oak",NA,NA,NA,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",2005,"High","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,1.687,0.823221892345424,0.905244952088904,0.0860666666666667,"2022-09-15","stem",2,2022-09-12,0.9814,0.6031,40.04,0.14775,34.285,0.0175907831413154,4.99918607553747,56.8479522467252,7,0.0144811177854316,0.399842223865813
"141",2005,"High","Cucu Mesa","blue oak",14,0,15,"md",2022-04-04,2.13333333333333,0.8526937359215,1.10154433742943,1.3267,"2022-04-14","leaf",1,2022-04-04,0.971,0.463,2.29,0.10275,32.996,0.0140320038792581,9.94827452313956,71.2656587473002,7,0.0119650018102696,0.295932808628943
"142",2005,"High","Cucu Mesa","blue oak",17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2022-04-27,1.8027,0.8732,4.754,0.17625,55.495,0.0157347508784575,5.6865090114242,63.5535959688502,8,NA,NA
"143",2005,"High","Cucu Mesa","blue oak",29,NA,30,"md",2022-07-19,4.33333333333333,0.634094616639478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",2005,"High","Cucu Mesa","blue oak",29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-07-19,1.853,1.06,4.02,0.16625,62.886,0.0168558979741119,7.24237137296312,59.3264150943396,8,NA,NA
"145",2005,"High","Cucu Mesa","blue oak",10,0,11,"md",2022-03-08,1.46666666666667,1.62323826973427,1.71111111111111,1.694,"2022-03-15","leaf",2,2022-03-08,1.385,0.435,2.85,NA,32.131,0.0135383274719119,NA,73.864367816092,7,0.0219759312606022,0.202692208128398
"146",2005,"High","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,1.687,0.823221892345424,0.905244952088904,0.0860666666666667,"2022-09-15","stem",3,2022-09-12,1.558,0.9256,66.81,0.14925,52.334,0.0176863988993771,7.47834295252589,56.5406222990493,9,0.0145598307707212,0.50555892182128
"147",2005,"High","Cucu Mesa","blue oak",10,0,11,"pd",2022-03-08,1.045,2.06130156027669,1.71111111111111,1.694,"2022-03-15","leaf",4,2022-03-08,0.828,0.251,2.26,NA,17.816,0.0140884598114055,NA,70.9800796812749,7,0.0290405641911456,0.1279234384733
"148",2005,"High","Cucu Mesa","blue oak",29,NA,30,"pd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",2005,"High","Cucu Mesa","blue oak",14,0,15,"pd",2022-04-04,0.4295,1.03670053795577,1.10154433742943,1.3267,"2022-04-14","leaf",2,2022-04-04,1.284,0.617,1.72,0.13325,41.111,0.0150081486706721,7.37010597715607,66.6304700162075,8,0.0155589558006059,0.359024778448776
"150",2005,"High","Cucu Mesa","blue oak",14,1,15,"pd",2022-04-04,0.4295,1.03670053795577,1.14915797914996,0.1433,"2022-04-14","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",2005,"High","Cucu Mesa","blue oak",15,1,15,"md",2022-04-13,1.61666666666667,0.920980879746515,1.14915797914996,0.1433,"2022-04-14","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",2005,"High","Cucu Mesa","blue oak",15,1,15,"pd",NA,NA,NA,1.14915797914996,0.1433,"2022-04-14","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",2005,"High","Cucu Mesa","blue oak",37,0,37,"md",2022-09-15,3.5775,0.639264203158066,0.800741345576119,0.456533333333333,"2022-09-15","leaf",3,2022-09-12,1.558,0.9256,66.81,0.14925,52.334,0.0176863988993771,7.47834295252589,56.5406222990493,9,0.011306281699146,0.536162794439188
"154",2005,"High","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,1.687,0.823221892345424,0.800741345576119,0.456533333333333,"2022-09-15","leaf",2,2022-09-12,0.9814,0.6031,40.04,0.14775,34.285,0.0175907831413154,4.99918607553747,56.8479522467252,7,0.0144811177854316,0.429606950885533
"155",2005,"High","Cucu Mesa","blue oak",17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2022-04-27,1.1186,0.519,1.716,0.127,36.447,0.0142398551321096,7.19290744729408,70.2254335260116,6,NA,NA
"156",2005,"High","Cucu Mesa","blue oak",14,0,15,"pd",2022-04-04,0.4295,1.03670053795577,1.2848948374761,0.2016,"2022-04-14","stem",2,2022-04-04,1.284,0.617,1.72,0.13325,41.111,0.0150081486706721,7.37010597715607,66.6304700162075,8,0.0155589558006059,0.324413310264193
"157",2005,"High","Cucu Mesa","blue oak",NA,NA,NA,"pd",NA,NA,1.03670053795577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",2005,"High","Cucu Mesa","blue oak",19,0,19,"pd",NA,NA,NA,0.852600160170121,0.4218,"2022-05-09","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",2005,"High","Cucu Mesa","blue oak",19,0,19,"md",2022-05-09,2.49,0.819557254339863,0.344880142053862,0.0036,"2022-05-09","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",2005,"High","Cucu Mesa","blue oak",15,0,15,"md",2022-04-13,1.61666666666667,0.920980879746515,1.10154433742943,1.3267,"2022-04-14","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",2005,"High","Cucu Mesa","blue oak",19,0,19,"pd",NA,NA,NA,0.344880142053862,0.0036,"2022-05-09","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",2005,"High","Cucu Mesa","blue oak",37,0,37,"md",2022-09-15,3.5775,0.639264203158066,0.800741345576119,0.456533333333333,"2022-09-15","leaf",2,2022-09-12,0.9814,0.6031,40.04,0.14775,34.285,0.0175907831413154,4.99918607553747,56.8479522467252,7,0.0112451579677593,0.429606950885533
"163",2005,"High","Cucu Mesa","blue oak",NA,0,22,NA,NA,NA,NA,0.840261061546689,0.416333333333333,"2022-05-27","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",2005,"High","Cucu Mesa","blue oak",15,0,15,"pd",NA,NA,NA,1.2848948374761,0.2016,"2022-04-14","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",2005,"High","Cucu Mesa","blue oak",11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-03-15,1.97,0.819,2.93,0.1495,57.369,0.0142760027192386,8.17043203564966,70.047619047619,9,NA,NA
"166",2005,"High","Cucu Mesa","blue oak",37,0,37,"md",2022-09-15,3.5775,0.639264203158066,0.905244952088904,0.0860666666666667,"2022-09-15","stem",2,2022-09-12,0.9814,0.6031,40.04,0.14775,34.285,0.0175907831413154,4.99918607553747,56.8479522467252,7,0.0112451579677593,0.399842223865813
"167",2005,"High","Cucu Mesa","blue oak",21,NA,21,"md",2022-05-25,3,0.755717255717256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",2005,"High","Cucu Mesa","blue oak",17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-04-27,1.224,0.5742,2.47,0.14575,39.518,0.0145300875550382,5.92144851158398,68.8227098571926,7,NA,NA
"169",2005,"High","Cucu Mesa","blue oak",14,0,15,"pd",2022-04-04,0.4295,1.03670053795577,1.2848948374761,0.2016,"2022-04-14","stem",1,2022-04-04,0.971,0.463,2.29,0.10275,32.996,0.0140320038792581,9.94827452313956,71.2656587473002,7,0.0145469859702243,0.26489007809449
"170",2005,"High","Cucu Mesa","blue oak",21,NA,21,"pd",2022-05-25,1.72933333333333,0.896278003175163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",2005,"High","Cucu Mesa","blue oak",14,1,15,"md",2022-04-04,2.13333333333333,0.8526937359215,1.14915797914996,0.1433,"2022-04-14","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",2005,"High","Cucu Mesa","blue oak",10,0,11,"md",2022-03-08,1.46666666666667,1.62323826973427,1.71111111111111,1.694,"2022-03-15","leaf",1,2022-03-08,0.69,0.21,2.51,NA,12.12,0.0173267326732673,NA,57.7142857142857,8,0.0281254155647026,0.109311740890688
"173",2005,"High","Cucu Mesa","blue oak",14,0,15,"md",2022-04-04,2.13333333333333,0.8526937359215,1.2848948374761,0.2016,"2022-04-14","stem",2,2022-04-04,1.284,0.617,1.72,0.13325,41.111,0.0150081486706721,7.37010597715607,66.6304700162075,8,0.0127973543592607,0.324413310264193
"174",2005,"High","Cucu Mesa","blue oak",37,0,37,"md",2022-09-15,3.5775,0.639264203158066,0.800741345576119,0.456533333333333,"2022-09-15","leaf",1,2022-09-12,0.6499,0.3974,19.41,0.09875,25.994,0.0152881434177118,8.48494503466645,65.4101660795169,5,0.00977316281968977,0.331680399368
"175",2005,"High","Cucu Mesa","blue oak",11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2022-03-15,1.485,0.624,3.75,0.137,43.58,0.0143184947223497,7.39088115503735,69.8397435897436,8,NA,NA
"176",2005,"High","Cucu Mesa","blue oak",19,1,19,"md",2022-05-09,2.49,0.819557254339863,1.63529529981754,0.1379,"2022-05-09","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",2005,"High","Cucu Mesa","blue oak",15,0,15,"pd",NA,NA,NA,1.10154433742943,1.3267,"2022-04-14","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",2005,"High","Cucu Mesa","blue oak",10,0,11,"md",2022-03-08,1.46666666666667,1.62323826973427,1.71111111111111,1.694,"2022-03-15","leaf",3,2022-03-08,2.067,0.689,3.47,NA,53.212,0.0129482071713147,NA,77.2307692307692,10,0.0210180254049257,0.287070043053562
"179",2005,"High","Cucu Mesa","blue oak",14,0,15,"md",2022-04-04,2.13333333333333,0.8526937359215,1.2848948374761,0.2016,"2022-04-14","stem",3,2022-04-04,1.046,0.515,2.44,0.09325,35.35,0.0145685997171146,12.9402260941681,68.6407766990291,7,0.0124225537199314,0.286127827735846
"180",2005,"High","Cucu Mesa","blue oak",14,0,15,"md",2022-04-04,2.13333333333333,0.8526937359215,1.2848948374761,0.2016,"2022-04-14","stem",1,2022-04-04,0.971,0.463,2.29,0.10275,32.996,0.0140320038792581,9.94827452313956,71.2656587473002,7,0.0119650018102696,0.26489007809449
"181",2005,"High","Cucu Mesa","blue oak",15,0,15,"md",2022-04-13,1.61666666666667,0.920980879746515,1.2848948374761,0.2016,"2022-04-14","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",2005,"High","Cucu Mesa","blue oak",19,1,19,"pd",NA,NA,NA,1.63529529981754,0.1379,"2022-05-09","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",2005,"High","Cucu Mesa","blue oak",14,0,15,"pd",2022-04-04,0.4295,1.03670053795577,1.10154433742943,1.3267,"2022-04-14","leaf",3,2022-04-04,1.046,0.515,2.44,0.09325,35.35,0.0145685997171146,12.9402260941681,68.6407766990291,7,0.015103275163995,0.318580807266279
"184",2005,"High","Cucu Mesa","blue oak",14,0,15,"md",2022-04-04,2.13333333333333,0.8526937359215,1.10154433742943,1.3267,"2022-04-14","leaf",2,2022-04-04,1.284,0.617,1.72,0.13325,41.111,0.0150081486706721,7.37010597715607,66.6304700162075,8,0.0127973543592607,0.359024778448776
"185",2005,"High","Cucu Mesa","blue oak",11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2022-03-15,2.143,0.893,4.21,0.16825,60.508,0.0147583790573147,6.80381943950025,67.7581187010078,10,NA,NA
"186",2005,"High","Cucu Mesa","blue oak",14,0,15,"md",2022-04-04,2.13333333333333,0.8526937359215,1.10154433742943,1.3267,"2022-04-14","leaf",3,2022-04-04,1.046,0.515,2.44,0.09325,35.35,0.0145685997171146,12.9402260941681,68.6407766990291,7,0.0124225537199314,0.318580807266279
"187",2006,"High","Cucu Mesa","blue oak",37,0,37,"md",2022-09-15,2.566,0.683959767072525,0.934980208555381,0.2309,"2022-09-15","leaf",3,2022-09-12,0.1652,0.0928,20.74,0.1425,5.568,0.0166666666666667,0.872809822725194,60,1,0.0113993294512088,0.090291678344767
"188",2006,"High","Cucu Mesa","blue oak",29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2022-07-19,0.506,0.326,1.42,0.13525,21.595,0.0150960870571892,3.75775782760833,66.2423312883435,8,NA,NA
"189",2006,"High","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,1.90766666666667,0.770736343687165,0.999987633022305,0.120866666666667,"2022-09-15","stem",3,2022-09-12,0.1652,0.0928,20.74,0.1425,5.568,0.0166666666666667,0.872809822725194,60,1,0.0128456057281194,0.0849204339395245
"190",2006,"High","Cucu Mesa","blue oak",37,0,37,"md",2022-09-15,2.566,0.683959767072525,0.934980208555381,0.2309,"2022-09-15","leaf",2,2022-09-12,0.1554,0.0869,16.64,0.1195,5.978,0.0145366343258615,1.33250923450689,68.7917146144994,2,0.0099424730275347,0.0850393219013894
"191",2006,"High","Cucu Mesa","blue oak",10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2022-03-08,0.244,0.079,1.26,NA,4.761,0.0165931526990128,NA,60.2658227848101,7,NA,NA
"192",2006,"High","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,1.90766666666667,0.770736343687165,0.934980208555381,0.2309,"2022-09-15","leaf",1,2022-09-12,0.35,0.2065,20.85,0.11675,13.628,0.015152626944526,3.18250044993572,65.9951573849879,4,0.0116786802884796,0.180905458064262
"193",2006,"High","Cucu Mesa","blue oak",NA,NA,NA,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",2006,"High","Cucu Mesa","blue oak",NA,0,22,NA,NA,NA,NA,1.00458485099836,0.0594666666666667,"2022-05-27","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",2006,"High","Cucu Mesa","blue oak",10,NA,11,"md",2022-03-08,1.40666666666667,1.68979659386345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",2006,"High","Cucu Mesa","blue oak",NA,0,22,NA,NA,NA,NA,0.864615781117915,0.302466666666667,"2022-05-27","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",2006,"High","Cucu Mesa","blue oak",14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2022-04-04,0.443,0.216,0.66,NA,NA,NA,NA,NA,7,NA,NA
"198",2006,"High","Cucu Mesa","blue oak",29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-07-19,0.459,0.267,1.12,0.1155,17.479,0.0152754734252532,4.1706403557703,65.4644194756554,7,NA,NA
"199",2006,"High","Cucu Mesa","blue oak",21,NA,21,"md",2022-05-25,3.19933333333333,0.71007371007371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",2006,"High","Cucu Mesa","blue oak",17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2022-04-27,1.1535,0.5933,1.636,0.1485,41.002,0.0144700258523974,5.91837202703025,69.1083768751053,9,NA,NA
"201",2006,"High","Cucu Mesa","blue oak",29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2022-07-19,0.56,0.353,1.56,0.1265,20.755,0.0170079498915924,4.12849548516276,58.7960339943343,6,NA,NA
"202",2006,"High","Cucu Mesa","blue oak",37,0,37,"md",2022-09-15,2.566,0.683959767072525,0.934980208555381,0.2309,"2022-09-15","leaf",1,2022-09-12,0.35,0.2065,20.85,0.11675,13.628,0.015152626944526,3.18250044993572,65.9951573849879,4,0.0103637871955149,0.180905458064262
"203",2006,"High","Cucu Mesa","blue oak",29,NA,30,"pd",2022-07-19,2.775,0.628070175438596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",2006,"High","Cucu Mesa","blue oak",14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-04-04,0.737,0.362,0.81,0.10925,NA,NA,NA,NA,6,NA,NA
"205",2006,"High","Cucu Mesa","blue oak",10,NA,11,"pd",2022-03-08,0.9475,2.05004467984377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",2006,"High","Cucu Mesa","blue oak",15,NA,15,"pd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",2006,"High","Cucu Mesa","blue oak",14,NA,15,"md",2022-04-04,2.13333333333333,0.818537386246364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",2006,"High","Cucu Mesa","blue oak",14,NA,15,"pd",2022-04-04,0.540666666666667,0.956377604714797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",2006,"High","Cucu Mesa","blue oak",NA,NA,NA,"pd",NA,NA,0.956377604714797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",2006,"High","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,1.90766666666667,0.770736343687165,0.999987633022305,0.120866666666667,"2022-09-15","stem",2,2022-09-12,0.1554,0.0869,16.64,0.1195,5.978,0.0145366343258615,1.33250923450689,68.7917146144994,2,0.0112039123898318,0.0799530672350714
"211",2006,"High","Cucu Mesa","blue oak",17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-04-27,1.4527,0.7419,2.87,0.19225,50.411,0.0147170260459027,4.34152936630209,67.9485105809408,11,NA,NA
"212",2006,"High","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,1.90766666666667,0.770736343687165,0.999987633022305,0.120866666666667,"2022-09-15","stem",1,2022-09-12,0.35,0.2065,20.85,0.11675,13.628,0.015152626944526,3.18250044993572,65.9951573849879,4,0.0116786802884796,0.171157991468763
"213",2006,"High","Cucu Mesa","blue oak",37,0,37,"pd",2022-09-15,1.90766666666667,0.770736343687165,0.934980208555381,0.2309,"2022-09-15","leaf",3,2022-09-12,0.1652,0.0928,20.74,0.1425,5.568,0.0166666666666667,0.872809822725194,60,1,0.0128456057281194,0.090291678344767
"214",2006,"High","Cucu Mesa","blue oak",17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2022-04-27,0.4397,0.2291,0.881,0.10575,15.059,0.015213493591872,4.28632905882597,65.7311217808817,5,NA,NA
